index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
229,230,120,RL,43,3182,2,0,4,4,4,5,3,Blmngtn,Norm,Norm,TwnhsE,1,7,5,2005,2006,Gable,2,VinylSd,VinylSd,3,16,4,3,4,4,3,3,6,16,1,0,1357,1373,5,5,Y,5,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,3,5,2005,3,2,430,3,3,3,143,20,0,0,0,0,0,0,,0,5,2009,WD,Normal,192500
230,231,20,RL,73,8760,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,6,1959,1959,Hip,2,MetalSd,MetalSd,3,220,3,3,5,3,3,1,1,0,1,0,1194,1194,5,3,Y,5,1194,0,0,1194,1,0,1,0,3,1,3,6,8,0,0,5,1959,2,1,312,3,3,3,0,0,120,0,0,0,0,0,,0,4,2010,WD,Normal,148000
231,232,60,RL,174,15138,2,0,3,4,4,5,3,NoRidge,Norm,Norm,1Fam,4,8,5,1995,1996,Gable,2,VinylSd,VinylSd,3,506,4,3,4,4,3,1,6,689,1,0,773,1462,5,5,Y,5,1490,1304,0,2794,1,0,2,1,4,1,5,9,8,1,3,5,1995,3,3,810,3,3,3,0,146,202,0,0,0,0,0,,0,7,2009,WD,Normal,403000
232,233,160,RM,21,1680,2,0,4,4,4,5,3,BrDale,Norm,Norm,Twnhs,4,6,5,1972,1972,Gable,2,HdBoard,HdBoard,3,297,3,3,5,3,3,1,1,0,1,0,483,483,5,3,Y,5,483,504,0,987,0,0,1,1,2,1,3,5,8,1,1,5,1972,1,1,288,3,3,3,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,94500
233,234,20,RL,75,10650,2,0,4,4,4,4,3,CollgCr,Norm,Norm,1Fam,1,5,6,1976,1976,Gable,2,HdBoard,HdBoard,1,0,3,3,5,3,4,3,2,182,5,712,0,894,5,3,Y,5,894,0,0,894,1,0,1,0,3,1,3,5,8,0,0,5,1976,1,1,308,3,3,3,365,0,0,0,0,0,0,3,,0,2,2010,WD,Normal,128200
234,235,60,RL,,7851,2,0,4,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,6,5,2002,2002,Gable,2,VinylSd,VinylSd,,,4,3,4,4,3,1,6,625,1,0,235,860,5,5,Y,5,860,1100,0,1960,1,0,2,1,4,1,4,8,8,2,3,3,2002,3,2,440,3,3,3,288,48,0,0,0,0,0,0,,0,5,2010,WD,Normal,216500
235,236,160,RM,21,1680,2,0,4,4,4,5,3,BrDale,Norm,Norm,TwnhsE,4,6,3,1971,1971,Gable,2,HdBoard,HdBoard,3,604,3,3,5,3,3,1,5,358,1,0,125,483,5,3,Y,5,483,504,0,987,0,0,1,1,2,1,3,5,8,0,0,1,1971,1,1,264,3,3,3,0,0,0,0,0,0,0,0,,0,8,2008,WD,Normal,89500
236,237,20,RL,65,8773,2,0,4,4,4,2,3,CollgCr,Norm,Norm,1Fam,1,7,5,2004,2004,Gable,2,VinylSd,VinylSd,3,98,4,3,4,4,3,3,6,24,1,0,1390,1414,5,5,Y,5,1414,0,0,1414,0,0,2,0,3,1,4,6,8,0,0,5,2004,2,2,494,3,3,3,132,105,0,0,0,0,0,0,,0,5,2010,WD,Normal,185500
237,238,60,RL,,9453,2,0,3,4,4,3,3,SawyerW,RRNe,Norm,1Fam,4,7,7,1993,2003,Gable,2,HdBoard,HdBoard,1,0,4,3,4,4,3,1,4,402,1,0,594,996,5,5,Y,5,1014,730,0,1744,0,0,2,1,3,1,4,7,8,0,0,5,1993,2,2,457,3,3,3,370,70,0,238,0,0,0,0,,0,2,2010,WD,Normal,194500
238,239,20,RL,93,12030,2,0,4,4,4,5,3,NridgHt,Norm,Norm,1Fam,1,8,5,2007,2007,Hip,2,VinylSd,VinylSd,3,254,5,3,4,5,3,1,1,0,1,0,1694,1694,5,5,Y,5,1694,0,0,1694,0,0,2,0,3,1,4,7,8,0,0,5,2007,3,3,818,3,3,3,168,228,0,0,0,0,0,0,,0,12,2007,New,Partial,318000
239,240,50,RL,52,8741,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,6,4,1945,1950,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,2,1,2,94,1,0,641,735,5,3,Y,4,798,689,0,1487,0,0,1,1,3,1,3,7,8,1,4,1,1949,1,1,220,3,3,3,0,140,0,0,0,0,0,3,,0,4,2010,WD,Normal,113000
240,241,20,FV,75,9000,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,1,8,5,2008,2008,Gable,2,VinylSd,VinylSd,5,36,4,3,4,4,3,3,6,1078,1,0,488,1566,5,5,Y,5,1566,0,0,1566,1,0,2,0,3,1,4,7,8,0,0,5,2008,2,2,750,3,3,3,144,168,0,0,0,0,0,0,,0,4,2010,WD,Normal,262500
241,242,30,RM,40,3880,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,1,5,9,1945,1997,Gable,2,VinylSd,VinylSd,1,0,3,4,5,3,3,1,5,329,1,0,357,686,5,4,Y,5,866,0,0,866,0,0,1,0,2,1,4,4,8,0,0,0,0,0,0,0,0,0,3,58,42,0,0,0,0,0,0,,0,8,2007,WD,Normal,110500
242,243,50,RM,63,5000,2,0,4,4,4,4,3,OldTown,Norm,Norm,1Fam,2,5,4,1900,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,3,1,1,0,1,0,540,540,5,4,N,4,889,551,0,1440,0,0,1,0,3,1,3,6,8,0,0,5,1940,1,1,352,2,3,3,0,0,77,0,0,0,0,0,,0,4,2006,WD,Normal,79000
243,244,160,RL,75,10762,2,0,4,4,4,4,3,SawyerW,Norm,Norm,TwnhsE,4,6,6,1980,1980,Gable,2,Plywood,Plywood,1,0,3,3,5,4,3,1,1,0,1,0,626,626,5,3,Y,5,626,591,0,1217,0,0,1,1,3,1,3,6,8,1,3,5,1980,2,1,288,3,3,3,0,28,0,0,0,0,0,0,,0,4,2009,WD,Normal,120000
244,245,60,RL,,8880,2,0,3,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,7,5,1994,2002,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,6,695,1,0,253,948,5,5,Y,5,1222,888,0,2110,1,0,2,1,3,1,4,8,8,2,2,5,1994,2,2,463,3,3,3,0,130,0,0,0,0,0,0,,0,5,2010,WD,Normal,205000
245,246,20,RL,80,10400,2,0,4,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,7,5,1988,1988,Gable,2,Wd Sdng,Wd Sdng,3,102,3,3,5,4,3,3,6,929,1,0,916,1845,5,4,Y,5,1872,0,0,1872,0,1,2,0,3,1,3,6,8,1,3,5,1988,3,2,604,3,3,3,197,39,0,0,0,0,0,0,,0,6,2006,WD,Normal,241500
246,247,190,RM,69,9142,2,3,4,4,4,5,3,OldTown,Norm,Norm,2fmCon,4,6,8,1910,1950,Gable,2,AsbShng,AsbShng,1,0,3,2,2,2,3,1,1,0,1,0,1020,1020,5,4,N,1,908,1020,0,1928,0,0,2,0,4,2,2,9,8,0,0,1,1910,1,1,440,1,1,3,0,60,112,0,0,0,0,0,,0,4,2006,WD,Normal,137000
247,248,20,RL,75,11310,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,5,1954,1954,Hip,2,Wd Sdng,BrkFace,1,0,3,3,5,3,3,1,1,0,1,0,1367,1367,5,5,Y,5,1375,0,0,1375,0,0,1,0,2,1,3,5,8,1,3,5,1954,1,2,451,3,3,3,0,30,0,0,0,0,0,0,,0,6,2006,WD,Normal,140000
248,249,60,RL,72,11317,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,2003,2003,Gable,2,VinylSd,VinylSd,3,101,4,3,4,4,3,1,1,0,1,0,840,840,5,5,Y,5,840,828,0,1668,0,0,2,1,3,1,4,8,8,0,0,5,2003,2,2,500,3,3,3,144,68,0,0,0,0,0,0,,0,9,2007,WD,Normal,180000
249,250,50,RL,,159000,2,0,2,2,4,3,1,ClearCr,Norm,Norm,1Fam,2,6,7,1958,2006,Gable,2,Wd Sdng,HdBoard,4,472,4,3,5,4,3,4,3,697,1,0,747,1444,5,4,Y,5,1444,700,0,2144,0,1,2,0,4,1,4,7,8,2,3,5,1958,3,2,389,3,3,3,0,98,0,0,0,0,0,0,Shed,500,6,2007,WD,Normal,277000
250,251,30,RL,55,5350,2,0,3,4,4,5,3,BrkSide,Norm,Norm,1Fam,1,3,2,1940,1966,Gable,2,Wd Sdng,Plywood,1,0,3,1,5,3,3,1,1,0,1,0,728,728,5,5,Y,5,1306,0,0,1306,0,0,1,0,3,1,2,6,5,0,0,0,0,0,0,0,0,0,3,263,0,0,0,0,0,0,2,Shed,450,5,2010,WD,Normal,76500
251,252,120,RM,44,4750,2,0,3,2,4,5,2,Crawfor,Norm,Norm,TwnhsE,1,8,5,2006,2007,Hip,2,VinylSd,VinylSd,5,481,4,3,4,4,3,4,6,1573,1,0,0,1573,5,5,Y,5,1625,0,0,1625,1,1,2,0,2,1,4,5,8,1,4,5,2006,3,2,538,3,3,3,123,0,0,0,153,0,0,0,,0,12,2007,WD,Family,235000
252,253,60,RL,65,8366,2,0,3,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,6,5,2004,2004,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,1,0,1,0,798,798,5,5,Y,5,798,842,0,1640,0,0,2,1,3,1,4,6,8,0,0,5,2004,2,2,520,3,3,3,138,45,0,0,0,0,0,0,,0,12,2008,WD,Normal,173000
253,254,80,RL,85,9350,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,8,6,7,1964,1991,Hip,2,HdBoard,HdBoard,3,108,3,3,5,4,3,4,2,270,5,580,452,1302,5,5,Y,5,1302,0,0,1302,0,1,2,0,3,1,4,7,7,0,0,5,1964,2,1,309,3,3,3,333,0,0,0,0,0,0,3,,0,10,2007,CWD,Normal,158000
254,255,20,RL,70,8400,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,5,6,1957,1957,Gable,2,MetalSd,MetalSd,1,0,3,4,5,3,3,1,3,922,1,0,392,1314,5,3,Y,5,1314,0,0,1314,1,0,1,0,3,1,3,5,8,0,0,5,1957,2,1,294,3,3,3,250,0,0,0,0,0,0,0,,0,6,2010,WD,Normal,145000
255,256,60,RL,66,8738,2,0,3,4,4,5,3,Gilbert,Norm,Norm,1Fam,4,7,5,1999,1999,Gable,2,VinylSd,VinylSd,3,302,4,3,4,4,3,1,1,0,1,0,975,975,5,5,Y,5,1005,1286,0,2291,0,0,2,1,4,1,4,8,8,1,3,3,1999,3,2,429,3,3,3,192,0,0,0,0,0,0,0,,0,2,2006,WD,Normal,230000
256,257,60,FV,64,8791,2,0,3,4,4,5,3,Somerst,Norm,Norm,1Fam,4,6,5,2003,2003,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,1,3,503,1,0,361,864,5,5,Y,5,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,0,5,2003,2,2,673,3,3,3,216,56,0,0,0,0,0,0,,0,5,2008,WD,Normal,207500
257,258,20,RL,68,8814,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,1,7,5,2006,2006,Gable,2,VinylSd,VinylSd,5,180,4,3,4,4,3,1,6,1334,1,0,270,1604,5,5,Y,5,1604,0,0,1604,1,0,2,1,3,1,4,8,8,1,4,5,2006,2,2,660,3,3,3,123,110,0,0,0,0,0,0,,0,3,2009,WD,Abnorml,220000
258,259,60,RL,80,12435,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,7,5,2001,2001,Gable,2,VinylSd,VinylSd,3,172,4,3,4,4,3,1,6,361,1,0,602,963,5,5,Y,5,963,829,0,1792,0,0,2,1,3,1,4,7,8,1,3,5,2001,2,2,564,3,3,3,0,96,0,245,0,0,0,0,,0,5,2008,WD,Normal,231500
259,260,20,RM,70,12702,2,0,4,4,4,5,3,OldTown,Norm,Norm,1Fam,1,5,5,1956,1956,Gable,2,BrkFace,BrkFace,1,0,3,3,4,0,0,0,0,0,0,0,0,0,5,4,Y,4,882,0,0,882,0,0,1,0,2,1,3,4,8,0,0,1,1956,1,1,308,3,3,3,0,45,0,0,0,0,0,0,,0,12,2008,WD,Normal,97000
260,261,80,RL,120,19296,2,0,4,4,4,4,3,NAmes,Artery,Norm,1Fam,8,6,5,1962,1962,Gable,2,Wd Sdng,Wd Sdng,3,399,3,3,5,3,3,4,3,672,5,690,0,1362,5,3,Y,5,1382,0,0,1382,1,0,1,0,3,1,3,6,8,1,3,5,1991,1,2,884,3,3,3,0,0,252,0,0,0,0,2,,0,5,2009,WD,Normal,176000
261,262,60,RL,69,9588,2,0,3,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,8,5,2007,2007,Gable,2,CemntBd,CmentBd,5,270,4,3,4,5,3,1,1,0,1,0,1482,1482,5,5,Y,5,1482,1092,0,2574,0,0,2,1,3,1,5,10,8,1,4,3,2007,3,3,868,3,3,3,0,148,0,0,0,0,0,0,,0,11,2007,New,Partial,276000
262,263,80,RL,88,8471,2,0,3,4,4,4,3,Sawyer,Norm,Norm,1Fam,8,6,7,1977,1995,Gable,2,HdBoard,Plywood,3,46,3,3,5,4,4,3,5,506,1,0,0,506,5,3,Y,5,1212,0,0,1212,1,0,1,0,3,1,3,6,8,1,3,5,1978,1,2,492,3,3,3,292,12,0,0,0,0,0,2,,0,7,2006,WD,Normal,151000
263,264,50,RM,50,5500,2,0,4,4,4,4,3,OldTown,Norm,Norm,1Fam,2,5,7,1929,2001,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,3,1,2,234,5,692,0,926,5,3,Y,5,926,0,390,1316,1,0,1,0,3,1,3,6,8,0,0,1,1974,1,2,484,3,3,3,0,0,0,0,0,0,0,0,,0,4,2010,WD,Normal,130000
264,265,30,RM,30,5232,2,3,1,3,4,5,3,OldTown,Artery,Norm,1Fam,1,5,5,1925,2004,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,2,3,1,1,0,1,0,680,680,5,4,N,1,764,0,0,764,0,0,1,0,2,1,3,4,8,0,0,1,1965,1,2,504,3,3,1,0,0,0,0,0,0,0,0,,0,6,2008,WD,Normal,73000
265,266,20,RL,78,12090,2,0,3,4,4,5,3,NWAmes,Norm,Norm,1Fam,1,6,6,1981,1981,Gable,2,MetalSd,MetalSd,3,210,3,4,5,4,3,1,6,588,2,228,606,1422,5,3,Y,5,1422,0,0,1422,0,0,2,0,3,1,4,7,8,1,3,5,1981,3,2,576,3,3,3,276,0,0,0,0,0,0,4,,0,6,2008,WD,Normal,175500
266,267,60,RL,70,11207,2,0,3,2,4,2,3,Gilbert,Norm,Norm,1Fam,4,6,5,1997,1997,Gable,2,VinylSd,VinylSd,1,0,3,3,4,4,3,3,6,714,1,0,88,802,5,4,Y,5,802,709,0,1511,1,0,2,1,3,1,3,8,8,1,3,5,1997,3,2,413,3,3,3,95,75,0,0,0,0,0,0,,0,6,2006,WD,Normal,185000
267,268,75,RL,60,8400,2,0,4,3,4,5,2,SWISU,Norm,Norm,1Fam,5,5,8,1939,1997,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,4,3,3,1,2,378,1,0,342,720,5,5,Y,5,1052,720,420,2192,0,0,2,1,4,1,4,8,8,1,4,1,1939,1,1,240,3,3,3,262,24,0,0,0,0,0,0,,0,7,2008,WD,Normal,179500
268,269,30,RM,71,6900,2,0,4,4,4,5,3,IDOTRR,Norm,Norm,1Fam,1,5,6,1940,1955,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,3,1,5,403,3,125,212,740,5,5,Y,5,778,0,0,778,0,0,1,0,2,1,3,4,8,1,4,1,1966,3,1,924,5,5,3,0,25,0,0,0,0,0,0,,0,2,2008,WD,Normal,120500
269,270,20,RL,,7917,2,0,3,4,4,4,3,Edwards,Norm,Norm,1Fam,1,6,7,1976,1976,Hip,2,HdBoard,HdBoard,3,174,3,4,5,3,4,1,4,751,1,0,392,1143,5,3,Y,5,1113,0,0,1113,1,0,1,1,3,1,3,6,8,1,2,5,1987,2,1,504,3,4,3,370,30,0,0,0,0,0,4,,0,5,2007,WD,Normal,148000
270,271,60,FV,84,10728,2,0,4,4,4,5,3,Somerst,Norm,Norm,1Fam,4,8,5,2006,2006,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,2,1,0,1,0,1095,1095,5,4,Y,5,1095,844,0,1939,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,3,1053,3,3,3,192,51,0,0,0,0,0,0,,0,8,2006,New,Partial,266000
271,272,20,RL,73,39104,2,0,3,2,4,3,1,ClearCr,Norm,Norm,1Fam,1,7,7,1954,2005,Flat,3,Plywood,Plywood,1,0,3,3,5,4,3,4,2,226,6,1063,96,1385,5,5,Y,5,1363,0,0,1363,1,0,1,0,2,1,3,5,5,2,3,5,1954,1,2,439,3,3,3,81,0,0,0,0,0,0,0,,0,4,2008,WD,Normal,241500
272,273,60,RL,92,11764,2,0,3,4,4,3,3,NoRidge,Norm,Norm,1Fam,4,8,7,1999,2007,Gable,2,VinylSd,VinylSd,3,348,4,3,4,4,3,1,6,524,1,0,628,1152,5,5,Y,5,1164,1106,0,2270,0,0,2,1,4,1,4,9,8,1,4,5,1999,3,3,671,3,3,3,132,57,0,0,0,0,0,0,,0,4,2010,WD,Normal,290000
273,274,20,RL,80,9600,2,0,4,4,4,5,3,NAmes,Feedr,Norm,1Fam,1,6,6,1958,1988,Hip,2,Wd Sdng,Wd Sdng,4,183,3,3,5,3,3,1,3,620,2,620,0,1240,5,4,Y,5,1632,0,0,1632,1,0,2,0,3,1,3,6,7,1,4,5,1958,2,1,338,3,3,3,289,0,0,0,0,0,0,3,,0,4,2009,WD,Normal,139000
274,275,20,RL,76,8314,2,0,4,4,4,4,3,Mitchel,Norm,Norm,1Fam,1,5,7,1982,1982,Gable,2,HdBoard,ImStucc,1,0,3,3,5,3,3,4,5,546,1,0,270,816,5,3,Y,5,816,0,0,816,0,0,1,0,2,1,3,5,8,0,0,5,1982,1,1,264,3,3,3,168,0,0,0,0,0,0,0,,0,6,2007,WD,Normal,124500
275,276,50,RL,55,7264,2,0,4,4,4,5,3,BrkSide,Norm,Norm,1Fam,2,7,7,1925,2007,Gable,2,Wd Sdng,Wd Sdng,1,0,4,4,6,3,3,1,1,0,1,0,952,952,4,4,N,5,952,596,0,1548,0,0,2,1,3,1,5,5,8,0,0,1,1978,1,2,672,3,3,3,74,0,0,0,144,0,0,0,,0,10,2009,WD,Normal,205000
276,277,20,RL,129,9196,2,0,3,4,4,5,3,Mitchel,Norm,Norm,1Fam,1,7,5,2003,2003,Gable,2,VinylSd,VinylSd,1,0,4,3,4,5,3,1,1,0,1,0,1560,1560,5,5,Y,5,1560,0,0,1560,0,0,2,0,3,1,4,7,8,0,0,5,2003,3,2,573,3,3,3,100,150,0,0,0,0,0,0,,0,4,2010,WD,Normal,201000
277,278,20,RL,140,19138,2,0,4,4,4,4,3,Gilbert,Norm,Norm,1Fam,1,4,5,1951,1951,Gable,2,VinylSd,VinylSd,1,0,3,3,5,3,3,1,2,120,1,0,744,864,5,5,Y,5,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,1,1951,1,2,400,3,3,3,0,0,0,0,0,0,0,0,,0,6,2010,WD,Normal,141000
278,279,20,RL,107,14450,2,0,4,4,4,5,3,NridgHt,Norm,Norm,1Fam,1,9,5,2006,2007,Gable,2,CemntBd,CmentBd,3,315,5,3,4,5,3,4,1,0,1,0,2121,2121,5,5,Y,5,2121,0,0,2121,0,0,2,1,3,1,5,8,8,1,5,5,2007,3,3,732,3,3,3,124,98,0,0,142,0,0,0,,0,5,2007,New,Partial,415298
279,280,60,RL,83,10005,2,0,4,4,4,5,3,ClearCr,Norm,Norm,1Fam,4,7,5,1977,1977,Hip,2,Plywood,Plywood,3,299,3,3,5,4,3,1,4,392,1,0,768,1160,5,5,Y,5,1156,866,0,2022,0,0,2,1,4,1,3,8,8,1,3,5,1977,3,2,505,3,3,3,288,117,0,0,0,0,0,0,,0,3,2008,WD,Normal,192000
280,281,60,RL,82,11287,2,0,4,4,4,5,3,SawyerW,Norm,Norm,1Fam,4,7,6,1989,1989,Gable,2,Plywood,Plywood,3,340,4,3,5,4,3,3,6,421,1,0,386,807,5,4,Y,5,1175,807,0,1982,0,0,2,1,3,1,4,7,8,1,3,5,1989,3,2,575,3,3,3,0,84,0,196,0,0,0,0,,0,1,2007,WD,Normal,228500
281,282,20,FV,60,7200,2,2,4,4,4,5,3,Somerst,Norm,Norm,1Fam,1,6,5,2006,2006,Gable,2,VinylSd,VinylSd,5,68,4,3,4,4,3,1,6,905,1,0,357,1262,5,4,Y,5,1262,0,0,1262,0,0,2,0,2,1,4,5,8,0,0,5,2006,3,2,572,3,3,3,0,120,0,0,0,0,0,0,,0,5,2006,New,Partial,185000
282,283,120,RL,34,5063,2,0,4,4,4,5,3,NridgHt,Norm,Norm,Twnhs,1,7,5,2007,2008,Gable,2,VinylSd,VinylSd,5,166,4,3,4,4,3,1,6,904,1,0,410,1314,5,5,Y,5,1314,0,0,1314,1,0,2,0,2,1,4,6,8,1,4,5,2008,2,2,626,3,3,3,172,62,0,0,0,0,0,0,,0,4,2009,ConLw,Normal,207500
283,284,20,RL,74,9612,2,0,4,4,4,5,3,Somerst,Feedr,Norm,1Fam,1,8,5,2008,2009,Gable,2,VinylSd,VinylSd,5,72,4,3,4,4,3,1,1,0,1,0,1468,1468,5,5,Y,5,1468,0,0,1468,0,0,2,0,3,1,4,6,8,1,4,5,2008,3,3,898,3,3,3,210,150,0,0,0,0,0,0,,0,12,2009,New,Partial,244600
284,285,120,RL,50,8012,2,0,4,4,4,5,3,SawyerW,Norm,Norm,TwnhsE,1,6,5,1992,1992,Gable,2,Plywood,ImStucc,1,0,4,3,4,4,3,1,6,430,1,0,1145,1575,5,4,Y,5,1575,0,0,1575,1,0,2,0,2,1,4,5,8,0,0,5,1992,2,2,529,3,3,3,0,0,52,0,0,0,0,0,,0,7,2007,WD,Normal,179200
285,286,160,FV,35,4251,2,2,3,4,4,5,3,Somerst,Norm,Norm,TwnhsE,4,7,5,2006,2007,Gable,2,MetalSd,MetalSd,1,0,4,3,4,4,3,1,1,0,1,0,625,625,5,5,Y,5,625,625,0,1250,0,0,2,1,2,1,4,5,8,0,0,1,2006,2,2,528,3,3,3,0,54,0,0,0,0,0,0,,0,6,2007,New,Partial,164700
286,287,50,RL,77,9786,2,0,3,3,4,5,3,NAmes,Norm,Norm,1Fam,2,6,7,1962,1981,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,3,600,1,0,312,912,5,3,Y,5,1085,649,0,1734,0,0,1,1,3,1,4,7,8,1,4,5,1962,2,2,440,3,3,3,0,0,0,0,128,0,0,4,,0,6,2006,WD,Normal,159000
287,288,20,RL,,8125,2,0,3,4,4,4,3,NAmes,Norm,Norm,1Fam,1,4,4,1971,1971,Gable,2,HdBoard,HdBoard,1,0,3,3,5,3,3,1,4,614,1,0,244,858,5,3,Y,5,858,0,0,858,0,0,1,0,3,1,3,5,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,88000
288,289,20,RL,,9819,2,0,3,4,4,5,3,Sawyer,Norm,Norm,1Fam,1,5,5,1967,1967,Gable,2,MetalSd,MetalSd,3,31,3,4,5,3,3,1,4,450,1,0,432,882,5,3,Y,5,900,0,0,900,0,0,1,0,3,1,3,5,8,0,0,1,1970,1,1,280,3,3,3,0,0,0,0,0,0,0,3,,0,2,2010,WD,Normal,122000
289,290,70,RL,60,8730,2,0,4,4,4,5,3,BrkSide,RRAn,Norm,1Fam,4,6,7,1915,2003,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,6,3,3,1,1,0,1,0,698,698,5,5,Y,4,698,698,0,1396,0,0,1,0,3,1,3,7,8,0,0,1,2003,1,1,384,3,3,3,0,0,0,0,259,0,0,0,,0,7,2007,WD,Normal,153575
290,291,60,RL,120,15611,2,0,4,4,4,5,3,CollgCr,Norm,Norm,1Fam,4,8,5,2006,2006,Gable,2,VinylSd,VinylSd,1,0,4,3,4,4,3,3,1,0,1,0,1079,1079,5,5,Y,5,1079,840,0,1919,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,2,685,4,3,3,0,51,0,0,0,0,0,0,,0,7,2006,New,Partial,233230
291,292,190,RL,55,5687,2,3,4,3,4,5,3,SWISU,Norm,Norm,2fmCon,4,5,6,1912,2000,Gable,2,VinylSd,VinylSd,1,0,3,2,4,3,2,1,3,210,1,0,570,780,5,5,N,5,936,780,0,1716,1,0,2,0,6,1,2,9,8,0,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,,0,3,2008,WD,Normal,135900
292,293,50,RL,60,11409,2,0,4,4,4,5,3,Edwards,Norm,Norm,1Fam,2,5,4,1949,2008,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,2,292,1,0,476,768,5,4,Y,5,1148,568,0,1716,0,0,1,1,3,1,3,8,6,1,4,5,1949,1,1,281,3,3,3,0,0,0,0,160,0,0,0,,0,1,2009,WD,Normal,131000
293,294,60,RL,,16659,2,0,3,4,4,4,3,NWAmes,PosA,Norm,1Fam,4,7,7,1977,1994,Gable,2,Plywood,Plywood,3,34,3,3,5,3,3,1,5,795,1,0,0,795,5,2,Y,5,1468,795,0,2263,1,0,2,1,3,1,4,9,8,1,3,5,1977,3,2,539,3,3,3,0,250,0,0,0,0,0,0,,0,3,2006,WD,Normal,235000
294,295,20,RL,80,9600,2,0,4,4,4,5,3,NAmes,Norm,Norm,1Fam,1,6,5,1953,1953,Hip,2,HdBoard,HdBoard,5,238,3,3,5,3,3,1,6,1285,1,0,131,1416,5,3,Y,5,1644,0,0,1644,1,0,1,0,3,1,3,7,8,2,4,5,1953,3,2,418,3,3,3,110,0,0,0,0,0,0,0,,0,10,2009,WD,Normal,167000
295,296,80,RL,37,7937,2,0,3,4,4,3,3,Mitchel,Norm,Norm,1Fam,8,6,6,1984,1984,Gable,2,HdBoard,HdBoard,1,0,3,3,5,3,3,3,6,819,1,0,184,1003,5,3,Y,5,1003,0,0,1003,1,0,1,0,3,1,3,6,8,0,0,1,1984,1,2,588,3,3,3,120,0,0,0,0,0,0,4,,0,3,2006,WD,Normal,142500
296,297,50,RM,75,13710,2,0,4,4,4,5,3,IDOTRR,Norm,Norm,1Fam,2,5,5,1950,1950,Gable,2,Wd Sdng,Wd Sdng,1,0,3,3,5,3,3,1,4,420,1,0,490,910,5,3,Y,4,910,648,0,1558,0,0,1,1,4,1,3,6,8,0,0,5,1950,1,1,282,3,3,3,289,0,0,0,0,0,0,3,,0,6,2007,WD,Normal,152000
