MSSubClass,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,CentralAir_N,CentralAir_Y,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
30,5232,2,3,1,3,4,5,3,1,5,5,1925,2004,2,3,3,6,2,3,1,1,0,1,0,680,680,5,4,764,0,0,764,0,0,1,0,2,1,3,4,8,0,0,1,1965,1,2,504,3,3,1,0,0,0,0,0,0,0,0,0,6,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,12090,2,0,3,4,4,5,3,1,6,6,1981,1981,2,3,4,5,4,3,1,6,588,2,228,606,1422,5,3,1422,0,0,1422,0,0,2,0,3,1,4,7,8,1,3,5,1981,3,2,576,3,3,3,276,0,0,0,0,0,0,4,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,11207,2,0,3,2,4,2,3,4,6,5,1997,1997,2,3,3,4,4,3,3,6,714,1,0,88,802,5,4,802,709,0,1511,1,0,2,1,3,1,3,8,8,1,3,5,1997,3,2,413,3,3,3,95,75,0,0,0,0,0,0,0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,8400,2,0,4,3,4,5,2,5,5,8,1939,1997,2,3,3,4,3,3,1,2,378,1,0,342,720,5,5,1052,720,420,2192,0,0,2,1,4,1,4,8,8,1,4,1,1939,1,1,240,3,3,3,262,24,0,0,0,0,0,0,0,7,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
30,6900,2,0,4,4,4,5,3,1,5,6,1940,1955,2,3,3,5,3,3,1,5,403,3,125,212,740,5,5,778,0,0,778,0,0,1,0,2,1,3,4,8,1,4,1,1966,3,1,924,5,5,3,0,25,0,0,0,0,0,0,0,2,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,7917,2,0,3,4,4,4,3,1,6,7,1976,1976,2,3,4,5,3,4,1,4,751,1,0,392,1143,5,3,1113,0,0,1113,1,0,1,1,3,1,3,6,8,1,2,5,1987,2,1,504,3,4,3,370,30,0,0,0,0,0,4,0,5,2007,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,10728,2,0,4,4,4,5,3,4,8,5,2006,2006,2,4,3,4,4,3,2,1,0,1,0,1095,1095,5,4,1095,844,0,1939,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,3,1053,3,3,3,192,51,0,0,0,0,0,0,0,8,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,39104,2,0,3,2,4,3,1,1,7,7,1954,2005,3,3,3,5,4,3,4,2,226,6,1063,96,1385,5,5,1363,0,0,1363,1,0,1,0,2,1,3,5,5,2,3,5,1954,1,2,439,3,3,3,81,0,0,0,0,0,0,0,0,4,2008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,11764,2,0,3,4,4,3,3,4,8,7,1999,2007,2,4,3,4,4,3,1,6,524,1,0,628,1152,5,5,1164,1106,0,2270,0,0,2,1,4,1,4,9,8,1,4,5,1999,3,3,671,3,3,3,132,57,0,0,0,0,0,0,0,4,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,9600,2,0,4,4,4,5,3,1,6,6,1958,1988,2,3,3,5,3,3,1,3,620,2,620,0,1240,5,4,1632,0,0,1632,1,0,2,0,3,1,3,6,7,1,4,5,1958,2,1,338,3,3,3,289,0,0,0,0,0,0,3,0,4,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8314,2,0,4,4,4,4,3,1,5,7,1982,1982,2,3,3,5,3,3,4,5,546,1,0,270,816,5,3,816,0,0,816,0,0,1,0,2,1,3,5,8,0,0,5,1982,1,1,264,3,3,3,168,0,0,0,0,0,0,0,0,6,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,7264,2,0,4,4,4,5,3,2,7,7,1925,2007,2,4,4,6,3,3,1,1,0,1,0,952,952,4,4,952,596,0,1548,0,0,2,1,3,1,5,5,8,0,0,1,1978,1,2,672,3,3,3,74,0,0,0,144,0,0,0,0,10,2009,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,9196,2,0,3,4,4,5,3,1,7,5,2003,2003,2,4,3,4,5,3,1,1,0,1,0,1560,1560,5,5,1560,0,0,1560,0,0,2,0,3,1,4,7,8,0,0,5,2003,3,2,573,3,3,3,100,150,0,0,0,0,0,0,0,4,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,19138,2,0,4,4,4,4,3,1,4,5,1951,1951,2,3,3,5,3,3,1,2,120,1,0,744,864,5,5,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0,1,1951,1,2,400,3,3,3,0,0,0,0,0,0,0,0,0,6,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,14450,2,0,4,4,4,5,3,1,9,5,2006,2007,2,5,3,4,5,3,4,1,0,1,0,2121,2121,5,5,2121,0,0,2121,0,0,2,1,3,1,5,8,8,1,5,5,2007,3,3,732,3,3,3,124,98,0,0,142,0,0,0,0,5,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,10005,2,0,4,4,4,5,3,4,7,5,1977,1977,2,3,3,5,4,3,1,4,392,1,0,768,1160,5,5,1156,866,0,2022,0,0,2,1,4,1,3,8,8,1,3,5,1977,3,2,505,3,3,3,288,117,0,0,0,0,0,0,0,3,2008,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,11287,2,0,4,4,4,5,3,4,7,6,1989,1989,2,4,3,5,4,3,3,6,421,1,0,386,807,5,4,1175,807,0,1982,0,0,2,1,3,1,4,7,8,1,3,5,1989,3,2,575,3,3,3,0,84,0,196,0,0,0,0,0,1,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,7200,2,2,4,4,4,5,3,1,6,5,2006,2006,2,4,3,4,4,3,1,6,905,1,0,357,1262,5,4,1262,0,0,1262,0,0,2,0,2,1,4,5,8,0,0,5,2006,3,2,572,3,3,3,0,120,0,0,0,0,0,0,0,5,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
120,5063,2,0,4,4,4,5,3,1,7,5,2007,2008,2,4,3,4,4,3,1,6,904,1,0,410,1314,5,5,1314,0,0,1314,1,0,2,0,2,1,4,6,8,1,4,5,2008,2,2,626,3,3,3,172,62,0,0,0,0,0,0,0,4,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20,9612,2,0,4,4,4,5,3,1,8,5,2008,2009,2,4,3,4,4,3,1,1,0,1,0,1468,1468,5,5,1468,0,0,1468,0,0,2,0,3,1,4,6,8,1,4,5,2008,3,3,898,3,3,3,210,150,0,0,0,0,0,0,0,12,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
120,8012,2,0,4,4,4,5,3,1,6,5,1992,1992,2,4,3,4,4,3,1,6,430,1,0,1145,1575,5,4,1575,0,0,1575,1,0,2,0,2,1,4,5,8,0,0,5,1992,2,2,529,3,3,3,0,0,52,0,0,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,4251,2,2,3,4,4,5,3,4,7,5,2006,2007,2,4,3,4,4,3,1,1,0,1,0,625,625,5,5,625,625,0,1250,0,0,2,1,2,1,4,5,8,0,0,1,2006,2,2,528,3,3,3,0,54,0,0,0,0,0,0,0,6,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
50,9786,2,0,3,3,4,5,3,2,6,7,1962,1981,2,3,3,5,3,3,1,3,600,1,0,312,912,5,3,1085,649,0,1734,0,0,1,1,3,1,4,7,8,1,4,5,1962,2,2,440,3,3,3,0,0,0,0,128,0,0,4,0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,8125,2,0,3,4,4,4,3,1,4,4,1971,1971,2,3,3,5,3,3,1,4,614,1,0,244,858,5,3,858,0,0,858,0,0,1,0,3,1,3,5,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,9819,2,0,3,4,4,5,3,1,5,5,1967,1967,2,3,4,5,3,3,1,4,450,1,0,432,882,5,3,900,0,0,900,0,0,1,0,3,1,3,5,8,0,0,1,1970,1,1,280,3,3,3,0,0,0,0,0,0,0,3,0,2,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,8730,2,0,4,4,4,5,3,4,6,7,1915,2003,2,3,3,6,3,3,1,1,0,1,0,698,698,5,5,698,698,0,1396,0,0,1,0,3,1,3,7,8,0,0,1,2003,1,1,384,3,3,3,0,0,0,0,259,0,0,0,0,7,2007,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,15611,2,0,4,4,4,5,3,4,8,5,2006,2006,2,4,3,4,4,3,3,1,0,1,0,1079,1079,5,5,1079,840,0,1919,0,0,2,1,3,1,4,8,8,1,4,5,2006,2,2,685,4,3,3,0,51,0,0,0,0,0,0,0,7,2006,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
190,5687,2,3,4,3,4,5,3,4,5,6,1912,2000,2,3,2,4,3,2,1,3,210,1,0,570,780,5,5,936,780,0,1716,1,0,2,0,6,1,2,9,8,0,0,0,0,0,0,0,0,0,1,0,184,0,0,0,0,0,0,0,3,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,11409,2,0,4,4,4,5,3,2,5,4,1949,2008,2,3,3,5,3,3,1,2,292,1,0,476,768,5,4,1148,568,0,1716,0,0,1,1,3,1,3,8,6,1,4,5,1949,1,1,281,3,3,3,0,0,0,0,160,0,0,0,0,1,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,16659,2,0,3,4,4,4,3,4,7,7,1977,1994,2,3,3,5,3,3,1,5,795,1,0,0,795,5,2,1468,795,0,2263,1,0,2,1,3,1,4,9,8,1,3,5,1977,3,2,539,3,3,3,0,250,0,0,0,0,0,0,0,3,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,9600,2,0,4,4,4,5,3,1,6,5,1953,1953,2,3,3,5,3,3,1,6,1285,1,0,131,1416,5,3,1644,0,0,1644,1,0,1,0,3,1,3,7,8,2,4,5,1953,3,2,418,3,3,3,110,0,0,0,0,0,0,0,0,10,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,7937,2,0,3,4,4,3,3,8,6,6,1984,1984,2,3,3,5,3,3,3,6,819,1,0,184,1003,5,3,1003,0,0,1003,1,0,1,0,3,1,3,6,8,0,0,1,1984,1,2,588,3,3,3,120,0,0,0,0,0,0,4,0,3,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,13710,2,0,4,4,4,5,3,2,5,5,1950,1950,2,3,3,5,3,3,1,4,420,1,0,490,910,5,3,910,648,0,1558,0,0,1,1,4,1,3,6,8,0,0,5,1950,1,1,282,3,3,3,289,0,0,0,0,0,0,3,0,6,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,7399,2,2,3,4,4,5,3,4,7,5,1997,1998,2,4,3,4,4,3,1,4,649,1,0,326,975,5,5,975,975,0,1950,0,0,2,1,3,1,4,7,8,1,3,1,1997,2,2,576,3,3,3,0,10,0,0,198,0,0,0,0,6,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
